Tool,Type,Topic,Language,Input,Format input,Output,Format output,Design,Build,Test,Learn,Country/Node,Sequence (i),Protein structure (o),In_DBTL_Cycle,DB,DT,DL,BT,BL,TL,DBT,DBL,DTL,BTL,DBTL
PPISearch,Web application,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction experiment, Protein folds and structural domains, Gene and protein families",,,,,,0,0,0,0,Dr. Jinn-Moon Yang,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graphical Codon Usage Analyser,Web application,"Gene expression, Small molecules, Data visualisation, Sequence analysis, Protein expression, Genomics",,,,,,1,0,1,0,Thomas Schödl,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GalaxySite,Web application,"Molecular modelling, Structure prediction, Drug discovery, Medicinal chemistry, Protein binding sites","Python, Fortran",,,,,1,0,0,0,GalaxySite Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GeneGenie,Web application,"Gene expression, Experimental design and studies, Protein variants, Sequencing, Protein folding, stability and design",Java,,,,,0,1,1,0,Neil Swainston,0,0,1,0,0,0,1,0,0,0,0,0,0,0
EMDataBank.org,Database portal,"Imaging, Structure analysis, Proteins, Mapping, Molecular modelling",,,,,,1,0,0,0,EMDataBank Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POBO,Web application,"Transcription factors and regulatory sites, Sequence analysis, Sequence sites, features and motifs, Gene expression","C++, Perl, C",,,,,1,0,1,0,POBO Webmaster,0,0,1,0,1,0,0,0,0,0,0,0,0,0
maftools,"Command-line tool, Library","Oncology, Genetic variation",R,,,,,0,0,0,0,Anand Mayakonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCARE,"Command-line tool, Library",Oncology,R,,,,,0,0,0,0,Bill Wheeler,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvoCor,Web application,"Gene expression, Sequence sites, features and motifs, Mapping, Phylogenetics, Cell biology",,,,,,1,0,1,0,"EvoCor Support, EvoCor Support",0,0,1,0,1,0,0,0,0,0,0,0,0,0
Genedata Expressionist,Workbench,"Genomics, Epigenetics, ChIP-seq, RNA-Seq, Transcriptomics, Sequencing, Gene structure, Laboratory information management",Java,,,,,0,1,1,0,Genedata Expressionist Contact Form,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SOLID software tools,Suite,"Sequence analysis, Nucleic acids",,,,,,0,0,0,0,Thermo Fisher help desk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promisec Endpoint Manager,Suite,Data management,,,,,,0,0,0,1,promisec contact form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PubMed Central,Database portal,"Mapping, Probes and primers, Biomedical science",,,,,,0,0,0,0,"PMC Help Desk, NIHMS Help Desk",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAST,Web application,"Protein interaction experiment, Sequencing, Molecular interactions, pathways and networks, Genomics",,,,,,0,1,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PepSite,Web application,"Protein structural motifs and surfaces, Small molecules, Protein interactions, Molecular interactions, pathways and networks, Structure prediction",,,,,,1,0,0,0,PepSite Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PATHiWAYS,Web application,"Molecular interactions, pathways and networks, Gene expression, Statistics and probability, Microarray experiment, Immunoproteins, genes and antigens",,,,,,0,0,1,1,Contact Form,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GenomicTuples,"Command-line tool, Library",Sequence analysis,R,,,,,0,0,0,0,Peter Hickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
factDesign,"Command-line tool, Library",Microarray experiment,R,,,,,0,0,0,0,Denise Scholtens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGHbase,"Command-line tool, Library",Microarray experiment,R,,,,,0,0,0,0,Mark van de Wiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrowserViz,"Command-line tool, Library",Data visualisation,R,,,,,0,0,1,0,Paul Shannon,0,0,1,0,0,0,0,0,0,0,0,0,0,0
.NET BIO,Library,Sequence analysis,C#,,,,,0,0,0,0,Nigel Dalaney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM-BBD,Database portal,"Enzymes, Molecular interactions, pathways and networks, Model organisms, Microbiology",,,,,,0,0,0,0,"Kathrin Fenner, EAWAG-BBD Director",0,0,0,0,0,0,0,0,0,0,0,0,0,0
DroPNet,Web application,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction experiment, RNAi experiment, Experimental design and studies",Java,,,,,0,0,0,0,RENAUD Yoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiDNA,Web application,"Genetic variation, Protein interactions, Molecular interactions, pathways and networks, Structure prediction, Transcription factors and regulatory sites",Java,,,,,1,0,0,0,"Center for Systems Biology, National Taiwan University",0,0,1,0,0,0,0,0,0,0,0,0,0,0
DiseaseConnect,Web application,"Pathology, Molecular interactions, pathways and networks, Cardiology, Functional, regulatory and non-coding RNA, Endocrinology and metabolism",,,,,,0,0,0,0,"Liu Lab (Systems Biology Lab), Zhou Lab, University of Southern California",0,0,0,0,0,0,0,0,0,0,0,0,0,0
KD4v,Web application,"Genotype and phenotype, Data mining, Pathology, Genetic variation",,,,,,0,0,1,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ICGC Data Portal,Database portal,"Oncology, Genetic variation, Functional, regulatory and non-coding RNA, Gene transcripts",,,,,,0,0,0,0,ICGC Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi-fingerprint Browser,Web application,"Small molecules, Compound libraries and screening, Drug discovery, Probes and primers",,,,,,1,0,0,0,Jean-Louis Reymond,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DARC site,Database portal,"Electron microscopy, Imaging, X-ray diffraction, DNA binding sites, Mapping",,,,,,0,0,0,0,DARC site Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUPSAT,Web application,"Protein folding, stability and design, Genetic variation, Structure prediction, Protein structure analysis, Small molecules",,,,,,1,0,0,0,Prof. Dr. Dietmar Schomburg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PAComplex,Web application,"Immunoproteins, genes and antigens, Small molecules",,,,,,1,0,0,0,"Jinn-Moon Yang, Yu-Shu Lo",0,0,1,0,0,0,0,0,0,0,0,0,0,0
I2D,Database portal,"Molecular interactions, pathways and networks, Protein interactions, Model organisms, Protein interaction experiment, Human biology",,,,,,0,0,0,0,Igor Jurisica,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TreeJuxtaposer,Web application,"Phylogeny, Taxonomy",Java,,,,,0,0,0,0,"Mailing list, Bug report",0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRsiRNAdb,Database portal,"Functional, regulatory and non-coding RNA, Virology, Small molecules, Data submission, annotation and curation",PHP,,,,,1,0,0,1,Dr. Manoj Kumar,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DrugScorePPI,Web application,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction experiment","MATLAB, C++, Python",,,,,0,0,0,0,DrugScore PPI Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaRpools,Command-line tool,"Data architecture, analysis and design, Genomics, Sequencing",R,,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GUPPY,Desktop application,"Sequencing, Data visualisation, Genomics, Genetics",Lua,,,,,0,1,1,0,Yutaka Ueno,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Consite,Web application,"Transcription factors and regulatory sites, Gene expression, Nucleic acid sites, features and motifs, DNA binding sites, Phylogenetics",Perl,,,,,0,0,1,0,Annika Sandelin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CoMet,Web application,"Metagenomics, Transcriptomics, Mapping, Microbial ecology, Gene and protein families",,,,,,0,0,1,0,CoMet Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neuroscience Information Framework,Web application,"Neurobiology, Ontology and terminology, Informatics, Molecular interactions, pathways and networks",,,,,,0,0,0,0,NIF Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspred,Web application,"Protein folding, stability and design, Structure prediction, Proteins, Small molecules, Genetic variation",,,,,,1,0,0,0,COSPI Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NMR Constraints Analyser,Web application,"NMR, MRI",Java,,,,,0,0,0,0,Alejandro Giorgetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MODEST,Web application,"Genetic variation, DNA binding sites, Genotype and phenotype, Protein folding, stability and design, Small molecules",,,,,,1,0,1,0,MODDEST Support,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Multifit,Web application,"Electron microscopy, Imaging, Mapping, Protein structure analysis, Molecular modelling",,,,,,1,0,0,0,MultiFit Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BioSmalltalk,Desktop application,"Bioinformatics, Software engineering, Data management, Computational biology",,,,,,1,1,0,1,,0,0,1,1,0,1,0,1,0,0,1,0,0,0
Cluster Flow,Command-line tool,"Workflows, Sequence analysis, Software engineering",Perl,,,,,0,1,0,0,PHIL EWELS Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RASS,Web application,"Nucleic acid structure analysis, RNA, Structure prediction, Mathematics, Functional, regulatory and non-coding RNA",,,,,,1,0,0,0,RASS support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLIP,Web application,"RNA immunoprecipitation, Genetic variation, Sequencing, Experimental design and studies, Sequence analysis",R,,,,,0,1,0,0,Mohamed Uduman,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matrix2png,Web application,"Imaging, Microarray experiment, Data architecture, analysis and design, Data visualisation, Genetics",C,,,,,0,1,1,0,Paul Pavlidis,0,0,1,0,0,0,1,0,0,0,0,0,0,0
RefCov,Suite,Sequence analysis,Perl,,,,,0,0,0,0,RefCov Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goby framework,Suite,RNA-Seq,"Java, C++, Python, C",,,,,0,0,0,0,Goby-framework support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firth Software Tools,Web application,"Small molecules, Genetic variation, Structure prediction, Transcription factors and regulatory sites, Statistics and probability",C++,,,,,1,0,0,1,Andrew Firth,0,0,1,0,0,1,0,0,0,0,0,0,0,0
COGNAC,Web application,"Nucleic acid structure analysis, RNA, Molecular interactions, pathways and networks, Structure prediction, Protein structural motifs and surfaces",,,,,,1,0,0,0,COGNAC Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MAXIMUS,Workflow,Genomics,Python,,,,,0,0,0,0,"Aldrin Yim, Allen Yu",0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSIST,Desktop application,"Genetics, DNA polymorphism",,,,,,0,1,0,0,"http://www.fruitbreedomics.com/, ELIXIR-ITA-MACH, Diego Micheletti",0,0,1,0,0,0,0,0,0,0,0,0,0,0
PROBER,Desktop application,"Sequence analysis, Probes and primers, DNA, Protein interaction experiment","Perl, C",,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
iConvert,Script,"ChIP-seq, DNA polymorphism, Genotype and phenotype, Data management",Python,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MLHKA,Web application,"Genetic variation, Molecular interactions, pathways and networks, Population genetics, DNA polymorphism, Statistics and probability",C++,,,,,0,0,0,1,Stephen Wright,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GROK,Library,"Genomics, Sequence analysis, ChIP-seq","R, Shell, C++, Python, Lua",,,,,0,0,0,0,"Kristian Ovaska, Sampsa Hautaniemi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAP,Web application,"Gene transcripts, Gene expression, Genomics, Mapping, ChIP-seq",C++,,,,,0,0,1,0,VAP Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RosettaBackrub,Web application,"Structure prediction, Protein folding, stability and design, Protein structural motifs and surfaces, Proteins, Protein structure analysis",,,,,,1,0,0,0,Feedback Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AXIOME,Command-line tool,"Microbial ecology, Ecology","R, Shell, Perl, Python, C",,,,,0,0,0,0,Dr. Josh Neufeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interolog Regulog Database,Database portal,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction experiment, Proteins",,,,,,0,0,0,0,"Xiaowei Zhu, Haiyuan Yu",0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATIVS,Web application,"Virology, Immunoproteins, genes and antigens, Mapping, Molecular interactions, pathways and networks",,,,,,0,0,0,0,ATIVS Suppport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MimoDB,Database portal,"Gene transcripts, Small molecules, Protein interaction experiment, Structure analysis",,,,,,1,0,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PEPVAC,Web application,"Immunoproteins, genes and antigens, Small molecules",,,,,,1,0,0,0,PEPVAC Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oGNM,Web application,"Molecular interactions, pathways and networks, Molecular dynamics, Structure prediction",,,,,,1,0,0,0,Hongchun Li,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hubba,Web application,"Molecular interactions, pathways and networks, Protein interactions, Protein interaction experiment, Pathology",,,,,,0,0,0,0,"Chung-Yen Lin, Chia-Hao Chin, Hsin-Hung Wu, Shu-Hwa Chen, Chin-Wen Ho",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quip,Command-line tool,Data management,C,,,,,0,0,0,1,Daniel C. Jones,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HiTRACE-Web,Web application,"Sequencing, Mapping, Nucleic acid structure analysis, DNA, RNA",,,,,,0,1,1,0,"Sungroh Yoon (PI), Rhiju Das (PI), Site admins: Hanjoo Kim (Site admin), Pablo Cordero (Site admin)",0,0,1,0,0,0,1,0,0,0,0,0,0,0
hiPathDB,Database portal,"Molecular interactions, pathways and networks, Data submission, annotation and curation, Model organisms",Java,,,,,0,0,0,1,hiPathDB Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HitPredict,Database portal,"Protein interactions, Molecular interactions, pathways and networks, Protein interaction experiment, Proteins",,,,,,0,0,0,0,HitPredict Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFV,Database portal,"Virology, Sequence analysis, Small molecules, Pathology",,,,,,1,0,0,0,HFV Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flower,Command-line tool,Data management,Haskell,,,,,0,0,0,1,Ketil Malde,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BioRuby,Library,"Computational biology, Data management, Bioinformatics, Software engineering",Ruby,,,,,1,1,0,1,Bioruby mailing list,0,0,1,1,0,1,0,1,0,0,1,0,0,0
Biopython,Library,"Bioinformatics, Data management, Software engineering, Computational biology",Python,,,,,1,1,0,1,Biopython mailing list,0,0,1,1,0,1,0,1,0,0,1,0,0,0
BioPHP,Library,"Genomics, Data management, Software engineering","PHP, MATLAB",,,,,0,1,0,1,Contact form,0,0,1,0,0,0,0,1,0,0,0,0,0,0
KEGGtranslator,Desktop application,"Gene expression, Data management",Java,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Better Bunny,Web application,"Transcriptomics, Gene expression, Data submission, annotation and curation","PHP, SQL, Python",,,,,0,0,1,1,Alan Dombkowski,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PURE,Database portal,"Literature and language, Biology",Perl,,,,,1,1,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
binda,Library,"Data management, Informatics",R,,,,,0,0,0,1,Korbinian Strimmer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-HMM,Command-line tool,"Sequence analysis, Sequence sites, features and motifs, Data submission, annotation and curation",Java,,,,,1,0,0,1,"Swati Kaushik, PhD",0,0,1,0,0,1,0,0,0,0,0,0,0,0
POLYPHEN,Web application,"Genetics, Genotype and phenotype, Genetic variation, Proteins",Perl,,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BECAS,Web application,"Data submission, annotation and curation, Biomedical science, Literature and language","Shell, Python",,,,,1,0,0,1,José Luis Oliveira,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Profppikernel,Command-line tool,"Systems biology, Protein interactions, Sequence analysis",Java,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PNNS,"Command-line tool, Web application","Systems biology, Molecular interactions, pathways and networks, Protein interactions",Java,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gro2mat,Command-line tool,"Computational chemistry, Molecular dynamics, Data management",MATLAB,,,,,0,0,0,1,Charlotte Deane,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ICSF,Command-line tool,"Transcription factors and regulatory sites, DNA binding sites, Gene expression",Perl,,,,,0,0,1,0,Zhiping Weng,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pocketZebra,Web application,"Gene and protein families, Protein binding sites, Proteins, Nucleic acid sites, features and motifs, DNA binding sites",,,,,,0,0,0,0,Dmitry Suplatov,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEGGParser,Desktop application,"Molecular interactions, pathways and networks, Data management, Gene expression",MATLAB,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GUARDD,Desktop application,"NMR, Molecular dynamics, Protein properties, Functional, regulatory and non-coding RNA",MATLAB,,,,,0,0,0,0,Mark P. Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrePPItar,Command-line tool,"Systems biology, Molecular interactions, pathways and networks, Machine learning, Protein interaction experiment",MATLAB,,,,,1,0,0,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,0
JPOP,Command-line tool,"DNA, Functional genomics, Genetics, Phylogenetics","Java, MATLAB",,,,,0,1,1,0,Ying Xu,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ProBiS-ligands,Web application,"Protein binding sites, Nucleic acid sites, features and motifs, DNA binding sites, Structure prediction, Transcription factors and regulatory sites",,,,,,1,0,0,0,ProBiS Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HotPoint,Web application,"Molecular interactions, pathways and networks, Protein interactions, Protein structural motifs and surfaces, Proteins, Protein folding, stability and design",,,,,,0,0,0,0,HotPOINT Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PocketQuery,Web application,"Protein interactions, Protein folding, stability and design, Molecular interactions, pathways and networks, Drug discovery, Protein interaction experiment",Java,,,,,0,0,0,0,David Ryan Koes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlantTFDB,Database portal,"Transcription factors and regulatory sites, Plant biology, Gene expression, Gene and protein families, Gene transcripts",,,,,,0,0,1,0,PlnTFDB Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psRNATarget,Web application,"RNA, Functional, regulatory and non-coding RNA, Small molecules, Gene expression, Plant biology",,,,,,1,0,1,0,Contact Form,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HASP,Database portal,"Structure prediction, Molecular modelling, Phylogenetics, Immunoproteins, genes and antigens, Immunology, Biochemistry",,,,,,1,0,0,0,Support page,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PDBj,Database portal,"Proteins, Ontology and terminology, Structure analysis, Protein structure analysis, Structural biology",,,,,,0,0,0,0,Contact form,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compmerge,Command-line tool,Sequence analysis,,,,Sequence features,GTF,0,0,0,0,"Sarah Djebali, Lab Roderic Guigo Group, crg.eu, Sarah Djebali",0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASMIweb,Web application,"Molecular interactions, pathways and networks, Protein interactions, Protein folds and structural domains, Protein interaction experiment, Proteins",Perl,,,,,0,0,0,0,DASMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHCPred,Web application,"Immunoproteins, genes and antigens, Immunology, Small molecules, Transcription factors and regulatory sites",,,,,,1,0,0,0,Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeathDomain,Database portal,"Molecular interactions, pathways and networks, Protein interactions, Immunology, Proteins","JavaScript, Ruby",,,,,0,0,0,0,Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sscore,"Command-line tool, Library","Microarray experiment, Gene expression",R,,,,,0,0,1,0,Richard Kennedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0
webbioc,"Command-line tool, Library","Microarray experiment, Gene expression",R,,,,,0,0,1,0,Colin A. Smith,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ssviz,"Command-line tool, Library","Functional, regulatory and non-coding RNA, RNA-Seq",R,,,,,0,0,0,0,Diana Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VariantTools,"Command-line tool, Library","Genetic variation, Genomics",R,,,,,0,0,0,0,Michael Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASC,Library,"Sequencing, Transcriptomics, Statistics and probability, Gene expression",R,,,,,0,1,1,1,"Zhijin Wu, Bethany D Jenkins, Tatiana A Rynearson, Melissa Mercier, LeAnn P Whitney, Sonya T Dyhrman, Mak A Saito",0,0,1,0,0,0,1,1,1,0,0,0,1,0
RGraph2js,"Command-line tool, Library","Data management, Data visualisation",R,,,,,0,0,1,1,Stephane Cano,0,0,1,0,0,0,0,0,1,0,0,0,0,0
rsbml,"Command-line tool, Library",Data management,R,,,,,0,0,0,1,Michael Lawrence,0,0,1,0,0,0,0,0,0,0,0,0,0,0
convert,"Command-line tool, Library","Nucleic acid sites, features and motifs, Data management",R,"Position-specific scoring matrix, Sequence record, Sequence alignment","JASPAR format, ClustalW format, FASTA, TSV, Matrix format, Sequence profile format","Position-specific scoring matrix, P-value, Report",TSV,0,0,0,1,Yee Hwa (Jean) Yang,1,0,1,0,0,0,0,0,0,0,0,0,0,0
zlibbioc,"Command-line tool, Library","Software engineering, Applied mathematics",R,,,,,0,1,0,0,BioConductor Package Maintainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e-RNA,Web application,"Structure prediction, Nucleic acid structure analysis, RNA, RNA-Seq, Data visualisation",,,,,,1,0,1,0,e-RNA Support,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NextGENe,Desktop application,"Genomics, Sequencing, Sequence analysis, Workflows",C++,,,,,0,1,0,0,"Contact Form, Technical Service, Product Sales and Marketing",0,0,1,0,0,0,0,0,0,0,0,0,0,0
ArrayXPath,Web application,"Molecular interactions, pathways and networks, Microarray experiment",JavaScript,,,,,0,0,0,0,Ju Han Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvac,"Command-line tool, Library",Genetic variation,R,,,,,0,0,0,0,"Jun Lu, Pierre R. Bushel",0,0,0,0,0,0,0,0,0,0,0,0,0,0
rama,"Command-line tool, Library",Microarray experiment,R,,,,,0,0,0,0,Raphael Gottardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rbsurv,"Command-line tool, Library",Microarray experiment,R,,,,,0,0,0,0,Soo-heang Eo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXSensor,Web application,"DNA binding sites, Transcription factors and regulatory sites, DNA packaging, Gene regulation, DNA",,,,,,0,0,1,0,"Ivan V. Bajic, Peter Luykx",0,0,1,0,0,0,0,0,0,0,0,0,0,0
spikeLI,"Command-line tool, Library","Microarray experiment, Data quality management",R,,,,,0,0,0,0,Enrico Carlon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLqPCR,"Command-line tool, Library",PCR experiment,R,,,,,0,0,0,0,Matthias Kohl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPD,Database portal,"Immunoproteins, genes and antigens, Genetic variation, Immunology, Zoology",,,,,,0,0,0,0,Contact Form,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SelTarbase,Database portal,"DNA polymorphism, Gene transcripts, Genetic variation, Immunoproteins, genes and antigens","R, Perl",,,,,0,0,0,0,Stefan M. Woerner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAMExpress,Web application,"Microarray experiment, Gene expression, Data submission, annotation and curation, Database management, Model organisms",Java,,,,,0,0,1,1,Contact Form,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SNPediaR,"Command-line tool, Library",DNA polymorphism,R,,,,,0,0,0,0,David Montaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randPack,"Command-line tool, Library",Preclinical and clinical studies,R,,,,,0,0,0,0,Robert Gentleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D-pssm,Web application,"Structure prediction, Protein folds and structural domains, Sequence sites, features and motifs, Protein folding, stability and design, Proteins",,,,,,1,0,0,0,Lawrence Kelley,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bedGraphToBigWig,Command-line tool,Data management,C,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BPP,Command-line tool,"Phylogenetics, Sequence analysis",,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrface,"Library, Plug-in","Bioinformatics, Molecular interactions, pathways and networks, Data visualisation","R, Java",,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ModFOLD4,Web application,"Structure prediction, Protein structural motifs and surfaces, Proteins, Protein structure analysis",,,,,,1,0,0,0,Dr Liam J. McGuffin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PredHS,Web application,"Protein interactions, Molecular interactions, pathways and networks, Structure prediction, Protein folding, stability and design",,,,,,1,0,0,0,Lei Deng,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FigTree,"Command-line tool, Desktop application","Phylogenetics, Data visualisation",Java,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Limix,"Command-line tool, Library",Genomics,Python,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICQUIC view,"Web application, Database portal",Protein interactions,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iNuc-PseKNC,Web application,"DNA binding sites, DNA packaging, Model organisms",,,,,,0,0,0,0,Hao Lin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgSimulator,Command-line tool,"Immunology, Immunoproteins, genes and antigens, Gene and protein families","C++, Python",,,,,0,0,0,0,Yana Safonova,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhenoFam,Web application,"Gene expression, Microarray experiment, Sequencing","Java, SQL",,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SeqWords,Library,Sequence analysis,Perl,,,,,0,0,0,0,SeqWords Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RStudio,Desktop application,"Mathematics, Data architecture, analysis and design, Statistics and probability",R,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Arion 4 Omics,Desktop application,"Biomarkers, Data management, Machine learning",,,,,,0,0,1,1,Matthew Lea,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RECON,Web application,"DNA, DNA binding sites, Statistics and probability, DNA packaging, Transcription factors and regulatory sites",,,,,,0,0,1,1,Support,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ChipSkipper,Desktop application,DNA,,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPInDel Workbench,Web application,"Probes and primers, Sequencing, Genetic variation, DNA, Ecology",,,,,,0,1,1,0,"João Carneiro, Filipe Pereira",0,0,1,0,0,0,1,0,0,0,0,0,0,0
GelQuest,Desktop application,"Laboratory techniques, DNA, Sequencing",,,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PINTA,Web application,"Protein interactions, Molecular interactions, pathways and networks, Model organisms, Model organisms, Human biology","PHP, MATLAB",,,,,0,0,0,0,Yves Moreau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
